"gml_id","Fitted_Values"
"osgb4000000030406332",0.128257717077093
"osgb4000000030406332",0.153395051998718
"osgb4000000031245538",0.165524825752214
"osgb4000000030406346",0.383085505337561
"osgb4000000030406346",0.380706742984394
"osgb4000000030452915",0.297468129441112
"osgb4000000030214590",0.148099728470332
"osgb5000005153184420",0.279447494164116
"osgb4000000031245545",0.287321858000137
"osgb4000000031245545",0.269527376901694
"osgb4000000030406337",0.313405020218362
"osgb4000000030321995",0.28752469181082
"osgb5000005153184422",0.270877017694449
"osgb4000000030321996",0.39776184477257
"osgb4000000030321996",0.372197285321651
"osgb4000000030134330",0.247736728926399
"osgb4000000030134330",12.8600883700762
"osgb5000005153184426",0.260230124114256
"osgb4000000030214619",0.236340638744371
"osgb5000005153184418",0.129489219556225
"osgb5000005153184418",0.13491075453286
"osgb4000000030082280",0.247599698776557
"osgb5000005151435635",0.390418699339717
"osgb4000000030340570",0.398184818351026
"osgb5000005259895938",0.0786121528460804
"osgb4000000030146151",0.26311109198414
"osgb4000000030146151",0.335236489111271
"osgb4000000030458402",0.041089892977259
"osgb5000005155157096",0.206645583920286
"osgb4000000031116645",0.324209359740856
"osgb4000000031116645",0.286434856547845
"osgb4000000030236230",0.238986884021694
"osgb4000000030236230",0.292826784946372
"osgb4000000031157517",0.0725384388405294
"osgb4000000031088569",0.0577988027321126
"osgb5000005261279701",0.0872467852771453
"osgb4000000030340951",0.271470305208359
"osgb4000000030340951",0.281876329533512
"osgb4000000031199589",0.126184360798581
"osgb4000000031199589",0.127511689425362
"osgb4000000031199616",0.103432777926596
"osgb4000000031089145",0.0239216996802225
"osgb4000000031089145",0.0230440304562159
"osgb4000000030235856",0.0688507360881593
"osgb4000000030814682",0.020298598072842
"osgb4000000030340664",0.171825435998841
"osgb5000005152006347",0.134258290254511
"osgb5000005152006347",0.141062066809334
"osgb4000000030235886",0.068763066012043
"osgb4000000030236231",0.169357469761592
"osgb4000000030236231",0.185551859533606
"osgb4000000031199597",0.152222190853226
"osgb5000005151685042",0.129984647544717
"osgb4000000030236226",0.273048462631039
"osgb4000000030236226",0.273885804616253
"osgb4000000030236243",0.303601034273389
"osgb4000000030236243",0.234180298524246
"osgb4000000030340967",0.185410134524514
"osgb4000000030235898",0.0906262978466746
"osgb4000000031177962",0.136932139372911
"osgb5000005116044179",0.0868225757937548
"osgb4000000031199578",0.109059395177098
"osgb4000000030235903",0.162328405078565
"osgb4000000030235903",0.27065379178159
"osgb4000000031199615",0.112408009692891
"osgb4000000030236224",0.0888198631298187
"osgb4000000030236227",0.196549950867622
"osgb4000000030340654",0.157677656945332
"osgb4000000031177963",0.126508096875483
"osgb5000005116044180",0.0933291007537392
"osgb5000005151685057",0.132562780999138
"osgb5000005151685063",0.100516526395183
"osgb4000000031116648",0.131724610232774
"osgb4000000031116648",0.147200434729154
"osgb4000000030235862",0.0254213802496768
"osgb4000000030235910",0.257263245947575
"osgb4000000030340628",0.0835636767025965
"osgb4000000031157514",0.024667158593514
"osgb4000000030235857",0.0929096209633417
"osgb4000000030235888",0.0549805080982564
"osgb4000000030235913",0.0682213088494464
"osgb4000000030235913",0.0670732251387021
"osgb4000000030340971",0.1996928150783
"osgb4000000030340971",0.222141438745057
"osgb4000000030235902",0.0745436041461836
"osgb4000000030235902",0.0902357205958999
"osgb4000000030340651",0.0578517019810742
"osgb4000000030417050",0.177443880504296
"osgb4000000030340676",0.0724078267423652
"osgb4000000031089139",0.0617673743622892
"osgb5000005151685062",0.100453069194539
"osgb4000000030814894",0.0653048275003082
"osgb4000000031089084",0.0583749065514124
"osgb4000000031089217",0.0604948896548245
"osgb4000000030417191",0.412187278305805
"osgb4000000030458453",0.411179623802037
"osgb4000000030099631",0.058620876187471
"osgb5000005151685050",0.0733196988576614
"osgb5000005151685050",0.114221627163655
"osgb4000000030099632",0.0664666135190043
"osgb5000005259895942",0.0737948381243638
"osgb5000005259895891",0.0594743162626378
"osgb4000000031088485",0.0760292567668631
"osgb4000000031088485",0.0894543624526318
"osgb5000005259895949",0.0726326231349764
"osgb5000005151685070",0.0278818628303021
"osgb5000005151685070",0.0269465854906185
"osgb4000000030236296",0.19413474705101
"osgb5000005251594418",0.407807179355186
"osgb5000005245143280",0.127686488223475
"osgb4000000030236366",0.103389913872508
"osgb4000000030236369",0.231714541805548
"osgb4000000030236369",0.251845169852278
"osgb4000000030341082",0.123677235952918
"osgb5000005237174280",0.0963662592468445
"osgb4000000030146205",0.0353573596666411
"osgb4000000030146205",0.0249621280287591
"osgb4000000030236371",0.033528905451493
"osgb5000005199424434",0.418611032112278
"osgb5000005199424434",0.941842784216697
"osgb4000000031116613",0.0871945803925718
"osgb5000005260642757",0.123366015255809
"osgb4000000030341049",0.165767271448696
"osgb5000005125956217",0.078687507999464
"osgb4000000030236297",0.0842811525522437
"osgb4000000030720364",0.16234651107171
"osgb5000005237174286",0.0393467132538811
"osgb4000000030341071",0.499069194848895
"osgb5000005125956237",0.559193756806657
"osgb5000005241130863",0.242871749569563
"osgb5000005260643104",0.176127342281372
"osgb5000005241130871",0.115460281661764
"osgb5000005125956252",0.086013774117662
"osgb5000005237174281",0.0942005869063042
"osgb5000005237174287",0.0491080917975162
"osgb5000005242422489",0.188599582835498
"osgb4000000030341016",0.170559207977279
"osgb4000000030417251",0.284160111714435
"osgb4000000030236384",0.0946905295639009
"osgb4000000030236384",0.0924773190956073
"osgb4000000030341085",0.0627310848564177
"osgb4000000030341085",0.0583037826253114
"osgb4000000031040039",0.185550916328819
"osgb4000000031294064",0.188923097218477
"osgb4000000030236320",0.0842999733097045
"osgb4000000030458484",0.110326617400674
"osgb4000000030458484",0.0938822419679278
"osgb4000000030236321",0.181947444670937
"osgb4000000030236372",0.0862582716326579
"osgb4000000030475137",0.29852179801942
"osgb4000000030236365",0.146356016816879
"osgb4000000030417226",0.245990828350873
"osgb4000000030458481",0.106504771100637
"osgb4000000030146198",0.469580588247482
"osgb4000000030236324",0.116644620205763
"osgb4000000030417243",0.0947813822069403
"osgb4000000030146193",0.656765758300462
"osgb4000000030341053",0.21821194412484
"osgb4000000031284168",0.820565588450201
"osgb4000000031284168",5.32894843766565
"osgb4000000030417225",0.244495303848985
"osgb5000005125956249",0.651105369526259
"osgb5000005241130860",0.345691350764158
"osgb4000000030236373",0.0999755173470629
"osgb4000000030417246",0.121510667068812
"osgb5000005125956262",0.510737263826229
"osgb5000005125956262",0.588509450851551
"osgb5000005125956241",0.487946171173136
"osgb5000005125956241",0.55978957299312
"osgb4000000030417236",0.241600812640733
"osgb4000000030341081",0.442330027924982
"osgb5000005125956238",0.18828788759013
"osgb5000005125956247",0.216810948201855
"osgb5000005125956250",0.185858640699019
"osgb4000000030236325",0.147635560730302
"osgb4000000031294062",0.156725167606227
"osgb5000005260642760",0.119835703470077
"osgb4000000030458473",0.262021031139297
"osgb5000005125956202",0.0916286427262625
"osgb5000005251594417",0.473117479882506
"osgb4000000030146179",0.135540169361541
"osgb4000000030458482",0.512970664163921
"osgb5000005125956209",0.0840288583220531
"osgb5000005125956255",0.166470158101744
"osgb5000005251594076",0.400588410651705
"osgb4000000030236294",0.163568942004541
"osgb5000005125956232",0.227272853281944
"osgb4000000030417256",0.0461976260569693
"osgb4000000030341088",0.0961889074714919
"osgb5000005285520503",0.368775956512778
"osgb5000005285520503",0.562530309018034
"osgb4000000030236276",0.284131541291931
"osgb4000000030341086",0.112632135715629
"osgb5000005125956240",0.205571432411317
"osgb4000000030146204",0.207681911028051
"osgb4000000030237084",0.089727197064934
"osgb4000000030146619",0.123386900138059
"osgb4000000030146619",0.0855520448101169
"osgb4000000030417527",0.0492474034441549
"osgb5000005125956235",0.120406648197599
"osgb4000000031005902",0.032202600952142
"osgb5000005125956234",0.107897232852476
"osgb4000000030341025",0.179159245005375
"osgb5000005130578293",0.109393237080616
"osgb4000000030458634",0.0542293728087206
"osgb4000000031297004",0.0629321592909138
"osgb5000005125956213",0.0726999864900287
"osgb4000000030341733",0.0876501131937256
"osgb4000000030341733",0.0841503375341045
"osgb4000000030714950",0.194360138442455
"osgb4000000031005919",0.0352782389435264
"osgb4000000031005919",0.0336661579093701
"osgb4000000030237138",0.0912584577173478
"osgb4000000030237149",0.105688673600431
"osgb4000000030341670",0.0830451299051046
"osgb4000000030719241",0.0918504676600397
"osgb4000000030719241",0.0937884118765165
"osgb4000000031297762",0.106445292892429
"osgb4000000030417241",0.144805160080726
"osgb4000000030709156",0.0322850501939077
"osgb4000000031297019",0.0828658090824078
"osgb4000000030341656",0.0656605466675916
"osgb4000000030237142",0.0870894811944741
"osgb4000000030341649",0.126008584304865
"osgb4000000030341719",0.087043279906142
"osgb4000000030341719",0.0908320322104588
"osgb4000000030710990",0.0524025846993186
"osgb4000000030710990",0.054089975603183
"osgb4000000030099769",0.104804166057648
"osgb4000000030719261",0.223455210131937
"osgb5000005127933100",0.269728435166056
"osgb5000005152949528",0.0866530147040555
"osgb4000000030237256",0.497868800299503
"osgb4000000030341812",0.0930410310754373
"osgb4000000030341824",0.143210073073195
"osgb4000000030717222",0.113509531858498
"osgb4000000030719260",0.262111781573816
"osgb4000000030719260",0.185013975080295
"osgb5000005127933039",0.284755503054263
"osgb4000000030146688",0.162375321535189
"osgb4000000031137814",0.0891973985394003
"osgb4000000031137814",0.114023631060356
"osgb4000000030146679",0.282745043102969
"osgb4000000030146679",2.19070080434209
"osgb4000000030701782",0.156956267067208
"osgb4000000030719258",0.158270645340741
"osgb5000005155026697",0.0720328068451325
"osgb4000000030341797",0.226819766579221
"osgb5000005152949530",0.162504711370811
"osgb4000000030341831",0.276625688357232
"osgb4000000030237221",0.161536039596608
"osgb4000000030417608",0.415070442843372
"osgb4000000030417608",2.24046464080685
"osgb5000005127933085",0.377630344093996
"osgb4000000030237282",0.248501619088171
"osgb4000000030341787",0.180725729900297
"osgb4000000030709164",0.0905553023975492
"osgb4000000030709189",0.22073953921319
"osgb5000005160282574",0.082858995444132
"osgb4000000030146675",0.32728595049632
"osgb4000000030458666",0.240124231637805
"osgb4000000030712491",0.231512821001463
"osgb4000000030712491",0.251060956012383
"osgb4000000030341794",0.142085425695547
"osgb4000000030237241",0.323638692998689
"osgb4000000030341815",0.408296662659837
"osgb5000005127933094",0.263739865290389
"osgb4000000030237242",0.146266065227423
"osgb4000000030237246",0.36736877604213
"osgb4000000031244609",0.0822751242439488
"osgb4000000030237272",0.214012114887418
"osgb4000000030237272",3.59931893581402
"osgb4000000030717209",0.174319885096428
"osgb4000000030417611",0.511347884743523
"osgb4000000030417611",6.94340718312742
"osgb4000000030701705",0.215573029686728
"osgb4000000030341826",0.376193806606479
"osgb5000005127933059",0.46709822509978
"osgb5000005152949510",0.0917408582799374
"osgb4000000030146674",0.198866402876792
"osgb4000000030841471",0.10640927301588
"osgb5000005127933116",0.641028120101652
"osgb5000005155026693",0.152962346785157
"osgb5000005155026693",0.146082170162548
"osgb5000005127933118",0.662412496795249
"osgb5000005127933026",0.673300705910393
"osgb4000000030341798",0.0877307988987007
"osgb5000005127933090",0.182155738854488
"osgb4000000030722985",0.078319891997965
"osgb4000000030099772",0.209868190326501
"osgb5000005155026692",0.056065449479067
"osgb5000005155026692",0.057951660154035
"osgb4000000030717212",0.180613164334486
"osgb4000000030146677",0.414154314786672
"osgb4000000030237224",0.14643890662924
"osgb4000000030341799",0.235027916664275
"osgb4000000030341795",0.0800158494761444
"osgb4000000030341814",0.301549353785043
"osgb4000000030714994",0.180865172526152
"osgb4000000030841467",0.0912941344878593
"osgb5000005155026695",0.0723562619533926
"osgb5000005155026695",0.0691823380637375
"osgb4000000030146678",0.203088929292017
"osgb4000000030146678",1.21693119336173
"osgb5000005101538296",0.102937310973693
"osgb4000000030341784",0.138662444984941
"osgb4000000030700841",0.150704696055796
"osgb4000000031207657",0.192525856423636
"osgb4000000031296167",0.198731385914708
"osgb4000000031296179",0.254247963217527
"osgb4000000031296180",0.253281639761668
"osgb5000005101538299",0.118701575586653
"osgb4000000030341741",0.183776108879578
"osgb4000000030341741",0.165234491405872
"osgb4000000030146629",0.163334654891544
"osgb4000000030458652",0.0593571793213177
"osgb4000000030458652",0.0668973566112285
"osgb4000000030237159",0.13951799305776
"osgb4000000030237175",0.130461952353301
"osgb4000000030237175",0.143559449175658
"osgb4000000030341750",0.141772419497934
"osgb4000000030341750",0.139263520884801
"osgb4000000030237161",0.13623337763347
"osgb4000000030417572",0.180281634635736
"osgb4000000030341740",0.140598310950291
"osgb4000000030341668",0.123476397066618
"osgb4000000030341744",0.139354804520097
"osgb4000000030341744",0.126868997078903
"osgb4000000030237162",0.058234547744781
"osgb4000000030146632",0.158314322052767
"osgb4000000030342020",0.16898581757605
"osgb4000000030341999",0.145462477474146
"osgb4000000030342000",0.144635934948671
"osgb4000000030342000",0.116436356702469
"osgb5000005160014966",0.295588004739155
"osgb5000005160014966",0.254013404060615
"osgb5000005160014978",0.259844843881843
"osgb5000005160014978",0.27079176684953
"osgb4000000030705375",0.0681373745714068
"osgb4000000030705375",0.0387813431695117
"osgb5000005160014980",0.205963452506529
"osgb5000005160014980",0.201762877908081
"osgb5000005160014980",0.266339115036772
"osgb4000000030235832",0.264876783124692
"osgb4000000030814639",0.338639351716673
"osgb4000000030814639",14.1656059258022
"osgb4000000030340581",0.248322344346679
"osgb5000005151685071",0.120559227811656
"osgb5000005206015003",0.114730317973496
"osgb5000005151442674",0.402127389055381
"osgb5000005206014995",0.111392979444238
"osgb5000005286711152",0.63695231829452
"osgb5000005286711152",5.92103101935441
"osgb5000005206015004",0.107974024518996
"osgb4000000030145988",0.156540700930538
"osgb4000000030340578",0.195061637648344
"osgb4000000030340584",0.32713842542118
"osgb4000000030340584",0.53268530308167
"osgb4000000031178059",0.411955061034927
"osgb4000000031178059",0.456150450018273
"osgb4000000031088709",0.0653946759873971
"osgb5000005151442709",0.163843851351751
"osgb5000005151442711",0.240219697334015
"osgb4000000030814518",0.38895899757329
"osgb4000000030814518",0.43209314145993
"osgb4000000031263230",0.086220665150573
"osgb4000000030099625",0.425261050037219
"osgb4000000030099625",17.1774976719969
"osgb4000000031088977",0.120937347664363
"osgb5000005206289100",0.103703079281259
"osgb5000005206289100",0.237556203168276
"osgb5000005206289178",0.0838075393050125
"osgb4000000030340579",0.272987915447596
"osgb5000005206015014",0.0932860949281214
"osgb4000000030340589",0.291862883520182
"osgb4000000030145987",0.0947286309972412
"osgb4000000030340572",0.318065690066217
"osgb4000000030340572",0.387940612511388
"osgb4000000031235893",0.112893706181749
"osgb4000000031138837",0.66377995766664
"osgb5000005206014996",0.125470032678058
"osgb5000005151442719",0.407371941196743
"osgb5000005151435634",0.364505328368399
"osgb5000005151435634",0.535554702761346
"osgb4000000030340580",0.297577060709186
"osgb5000005206289103",0.124076184205191
"osgb5000005206289103",0.265981769204675
"osgb4000000030235821",0.26434063217129
"osgb4000000030235824",0.221826247397433
"osgb5000005151442681",0.386640274625691
"osgb4000000031090545",0.26116239806256
"osgb4000000031090631",0.259435704611042
"osgb4000000030237453",0.360598830781051
"osgb4000000030342011",0.32006016672133
"osgb4000000030342011",0.335104639892898
"osgb4000000030342012",0.304858031649778
"osgb4000000030342012",0.283252396381669
"osgb4000000030417731",0.194830455129337
"osgb4000000030417731",0.163208246124124
"osgb4000000030214625",0.52278972738141
"osgb4000000030214625",2.7217621703683
"osgb5000005254974997",0.134744049403875
"osgb5000005254974997",0.0444763329319658
"osgb4000000031088656",0.665407973459238
"osgb4000000031088656",10.5383961596124
"osgb4000000030814668",0.230061684953383
"osgb4000000030814668",0.240150787909945
"osgb4000000031177893",0.761056577866355
"osgb4000000031177893",14.8268343159715
"osgb4000000030452916",0.298047425232642
"osgb4000000030134334",0.739135252548643
"osgb4000000030134334",10.743859995874
"osgb5000005260104883",0.199684582084984
"osgb4000000030216273",0.23801117792459
"osgb5000005260104848",0.221196649902016
"osgb4000000030323597",0.230547334165736
"osgb5000005260104847",0.303219099624977
"osgb4000000031245534",0.0392194590287516
"osgb4000000031178107",0.42929524730693
"osgb4000000030216288",0.253294743007706
"osgb4000000031257527",0.0503168231149931
"osgb4000000031245547",0.0465968631835296
"osgb4000000030216275",0.282103123816775
"osgb5000005260104914",0.263580958834606
"osgb5000005260104870",0.293286420025348
"osgb5000005260104880",0.226259991765773
"osgb4000000030216274",0.249984269108258
"osgb4000000031178085",0.343096759412907
"osgb4000000031245535",0.0354412775399984
"osgb5000005260104913",0.261489239301397
"osgb4000000030096157",0.0346180003758903
"osgb4000000030096157",0.030642987447192
"osgb4000000030096157",0.0205018089944021
"osgb4000000031178108",0.456749153546319
"osgb5000005260104886",0.342406855607302
"osgb4000000030323580",0.510589219035555
"osgb4000000031289213",0.202114583297984
"osgb5000005260104873",0.297082414500015
"osgb5000005130552297",0.207395645157069
"osgb5000005260104908",0.24347364762303
"osgb4000000030323611",0.220209780249026
"osgb4000000031289225",0.225560556954364
"osgb5000005260104885",0.326844195850781
"osgb5000005260104909",0.23995168240319
"osgb4000000030323588",0.210628613366446
"osgb4000000030407224",0.10078640525379
"osgb4000000030099623",0.0286303457205531
"osgb4000000030099623",0.0792161254487403
"osgb4000000030099623",0.534717337237747
"osgb4000000030099623",1.33921587795803
"osgb5000005260104882",0.132122153337279
"osgb4000000030135254",0.220473182907178
"osgb5000005234588363",0.193043276704623
"osgb5000005283975504",0.207456638912954
"osgb5000005283975504",0.110229945371946
"osgb5000005291784017",0.264160851011374
"osgb5000005291784017",0.195998913468366
"osgb4000000030406342",0.419393809788389
"osgb4000000030814786",0.253637210737387
"osgb4000000030406340",0.289541299560929
"osgb4000000030814834",0.330242157433453
"osgb4000000030814773",0.284725586479796
"osgb4000000030814923",0.427842500582711
"osgb4000000030342274",0.0742435625540626
"osgb4000000030323601",0.302888705306526
"osgb4000000030135279",0.300819972418526
"osgb4000000030135279",0.253436547923274
"osgb5000005153221200",0.403881655418954
"osgb4000000031017616",0.0830806819223613
"osgb4000000030216277",0.153629157277976
"osgb5000005260104856",0.138653910784017
"osgb5000005260104857",0.126301990241245
"osgb4000000030407260",0.274007274247161
"osgb4000000031177976",0.252911922355194
"osgb5000005259565469",0.174946561873832
"osgb4000000030323670",0.201839511399416
"osgb4000000030407258",0.326898906491978
"osgb4000000030407262",0.265728151725908
"osgb4000000030323589",0.187561558727218
"osgb4000000030323610",0.163432137766124
"osgb4000000030407228",0.234678517380428
"osgb4000000030216276",0.176482917286548
"osgb4000000030216287",0.240298815663868
"osgb4000000030323608",0.205411171259045
"osgb4000000030323613",0.205585168487493
"osgb5000005260104893",0.144150392928672
"osgb5000005153221203",0.26975585258507
"osgb4000000030237648",0.131937651628447
"osgb4000000030323602",0.247504461218866
"osgb4000000031289214",0.189111478329357
"osgb5000005260104953",0.167735837631278
"osgb4000000030342273",0.246988785755668
"osgb4000000030216338",0.277070229283385
"osgb5000005260104858",0.113825560766594
"osgb4000000030216290",0.150373328035032
"osgb4000000030323603",0.219857633723738
"osgb5000005153221210",0.374205192126142
"osgb4000000030323672",0.250620104731583
"osgb4000000030323673",0.254901623859985
"osgb4000000030323599",0.344516888909531
"osgb4000000030342277",0.275805376535678
"osgb4000000030216281",0.139311561344609
"osgb4000000030135271",0.177458414494252
"osgb4000000031177903",0.291442828466295
"osgb4000000030342263",0.188706970554555
"osgb4000000030453321",0.20854492363974
"osgb5000005130552286",0.0652628056057724
"osgb4000000030216289",0.143531358746402
"osgb4000000030237646",0.232567434967968
"osgb4000000030407257",0.259988886507093
"osgb4000000030407263",0.274373475490915
"osgb5000005130552289",0.185290319629418
"osgb4000000030216334",0.150744846238861
"osgb4000000031177892",0.266775756916913
"osgb4000000030216335",0.284696759741195
"osgb4000000030146889",0.457305191904286
"osgb4000000030216327",0.264372332939624
"osgb5000005260104864",0.0658947016194209
"osgb5000005260104863",0.130674347664681
"osgb5000005130552293",0.153979839398648
"osgb4000000030323609",0.16192024396025
"osgb4000000031017688",0.202542078984102
"osgb5000005260104849",0.193268959989837
"osgb5000005130552288",0.315866898609686
"osgb4000000030323655",0.275651638102266
"osgb5000005259565470",0.2055893187591
"osgb4000000030323612",0.215185058713721
"osgb5000005260104852",0.184357855255532
"osgb4000000030407225",0.201400846648716
"osgb4000000030135281",0.227308112019335
"osgb4000000030216286",0.318558858804754
"osgb4000000030323600",0.285102491883218
"osgb4000000030096357",0.128534964718828
"osgb4000000030096357",0.128622140059968
"osgb5000005259565468",0.177689874132343
"osgb4000000030323696",0.207185058520055
"osgb4000000030407222",0.209865901872492
