accident_index,accident_y,speed_limit,vehicle_type,date,day_of_week,accident_severity,road_type,longitude,latitude,number_of_vehicles,time,geometry
2019010173880,2019,50,1,07/04/2019,1,3,3,-0.17584,51.599801,2,20:55:00.000,POINT (526438.7254805024 190571.3530014562)
2019010173893,2019,50,1,07/04/2019,1,3,9,-0.056508,51.511187,2,04:45:00.000,POINT (534964.8649823375 180930.1838549093)
2019010173918,2019,30,1,08/04/2019,2,2,1,-0.296366,51.363642,2,06:00:00.000,POINT (518702.6728000474 164107.8097791909)
2019010173930,2019,20,1,08/04/2019,2,3,6,-0.115501,51.479983,2,08:10:00.000,POINT (530960.727127195 177353.1458216413)
2019010173939,2019,20,1,08/04/2019,2,3,6,-0.099946,51.522951,2,08:43:00.000,POINT (531916.7776484352 182159.2279161609)
2019010173967,2019,40,1,08/04/2019,2,3,6,-0.125826,51.576523,2,08:25:00.000,POINT (529968.8003374191 188070.3530228433)
2019010173985,2019,20,1,06/04/2019,7,3,2,-0.044441,51.490096,2,05:50:00.000,POINT (535864.8425519884 178607.1260732209)
2019010173988,2019,30,1,08/04/2019,2,3,6,-0.171439,51.424448,3,11:21:00.000,POINT (527230.7310133168 171078.9932789944)
2019010174014,2019,20,1,08/04/2019,2,3,6,-0.120121,51.526945,2,13:35:00.000,POINT (530505.7983335886 182567.2256485853)
2019010174024,2019,20,1,05/04/2019,6,3,6,-0.138434,51.567488,2,07:45:00.000,POINT (529120.7688709153 187043.3017804073)
2019010174074,2019,30,1,08/04/2019,2,3,3,-0.193978,51.538582,1,15:41:00.000,POINT (525350.7075885391 183732.2772496645)
2019010174081,2019,20,1,08/04/2019,2,3,6,-0.067128,51.527891,2,21:30:00.000,POINT (534178.8891557455 182768.1980471196)
2019010174092,2019,20,1,28/03/2019,5,3,1,-0.265202,51.519162,2,22:00:00.000,POINT (520462.6182092631 181453.1368184978)
2019010174109,2019,20,1,04/04/2019,5,2,6,-0.087382,51.452594,2,17:40:00.000,POINT (532992.7655866041 174358.0605728838)
2019010174135,2019,20,1,04/04/2019,5,3,6,-0.063576,51.548425,2,10:35:00.000,POINT (534364.8254072998 185058.1553901444)
2019010174143,2019,30,1,04/03/2019,2,2,9,-0.168905,51.463365,1,13:00:00.000,POINT (527298.7226677588 175411.0762111983)
2019010174154,2019,30,1,09/04/2019,3,3,1,0.092261,51.36377,2,09:01:00.000,POINT (545755.8786239465 164822.213154049)
2019010174157,2019,-1,1,02/04/2019,3,3,2,-0.140161,51.462158,2,15:30:00.000,POINT (529298.7581651428 175327.1683864819)
2019010174183,2019,20,1,09/04/2019,3,3,6,-0.139517,51.517983,2,10:00:00.000,POINT (529185.7239982061 181536.228289926)
2019010174200,2019,20,1,29/03/2019,6,3,6,-0.054979,51.546395,2,13:20:00.000,POINT (534966.8771561738 184848.2279933782)
2019010174203,2019,20,1,09/04/2019,3,3,6,-0.092433,51.547145,2,16:49:00.000,POINT (532367.8128935952 184863.2429260095)
2019010174226,2019,30,1,09/04/2019,3,2,6,-0.323849,51.524331,2,15:45:00.000,POINT (516380.5961640237 181933.1394974756)
2019010174229,2019,30,1,09/04/2019,3,2,3,-0.034228,51.523226,2,19:40:00.000,POINT (536474.88130653 182310.2392677597)
2019010174261,2019,20,1,06/04/2019,7,2,2,-0.08341,51.541504,2,21:50:00.000,POINT (533009.8531930959 184252.2979709298)
2019010174294,2019,20,1,10/04/2019,4,3,1,-0.144441,51.508547,2,07:30:00.000,POINT (528870.7059864781 180478.2357224862)
2019010174315,2019,30,1,10/04/2019,4,2,3,-0.104913,51.489417,2,09:08:00.000,POINT (531668.7674381819 178421.2084700592)
2019010174316,2019,20,1,10/04/2019,4,3,6,-0.08237,51.496955,2,08:20:00.000,POINT (533211.7941921219 179300.2070601751)
2019010174352,2019,20,1,20/03/2019,4,3,9,-0.172599,51.51862,1,07:40:00.000,POINT (526888.7463351252 181549.2312566998)
2019010174356,2019,30,1,10/04/2019,4,3,6,-0.023373,51.390956,2,11:30:00.000,POINT (537624.8756463175 167621.9637750878)
2019010174418,2019,30,1,10/04/2019,4,3,6,-0.231823,51.647696,2,17:00:00.000,POINT (522432.7253505216 195802.3364612937)
2019010174432,2019,30,1,10/04/2019,4,2,3,-0.304537,51.407313,2,16:26:00.000,POINT (518021.5469341025 168951.0047100101)
2019010174434,2019,30,1,10/04/2019,4,2,6,-0.068148,51.4128,2,17:48:00.000,POINT (534445.7927736342 169967.9883437738)
2019010174444,2019,20,1,09/04/2019,3,3,6,-0.105806,51.48837,2,18:30:00.000,POINT (531609.7858329003 178303.1746847869)
2019010174447,2019,30,1,10/04/2019,4,3,6,-0.137593,51.524148,2,17:55:00.000,POINT (529301.7608869473 182225.1951611497)
2019010174448,2019,30,1,10/04/2019,4,3,1,-0.237126,51.455607,2,18:56:00.000,POINT (522580.6660867684 174432.0785767586)
2019010174456,2019,20,1,10/04/2019,4,3,6,-0.092869,51.542224,2,19:45:00.000,POINT (532351.8503313216 184315.2219971137)
2019010174463,2019,30,1,10/04/2019,4,3,6,-0.187812,51.441807,2,15:45:00.000,POINT (526044.7055386992 172981.0874605348)
2019010174465,2019,30,1,10/04/2019,4,3,6,-0.187803,51.516518,2,19:48:00.000,POINT (525839.7022271254 181289.2481719419)
2019010174520,2019,20,1,04/04/2019,5,3,9,-0.139392,51.499474,2,12:55:00.000,POINT (529246.7225773248 179478.181228427)
2019010174528,2019,20,1,03/04/2019,4,3,9,-0.127494,51.500804,2,18:55:00.000,POINT (530068.7473169551 179647.1401417776)
2019010174542,2019,20,1,10/04/2019,4,3,2,-0.136435,51.512619,2,16:05:00.000,POINT (529414.7406666127 180945.1726029951)
2019010174584,2019,30,1,11/04/2019,5,2,6,-0.077333,51.527286,2,11:00:00.000,POINT (533472.8019157146 182682.2697034834)
2019010174603,2019,20,1,11/04/2019,5,3,6,-0.12354,51.500957,2,13:54:00.000,POINT (530342.7394229621 179671.1821719178)
2019010174646,2019,20,1,11/04/2019,5,3,6,-0.076123,51.519055,2,19:28:00.000,POINT (533580.7992241486 181769.1645307534)
2019010174652,2019,30,1,11/04/2019,5,3,6,-0.062237,51.498467,2,19:10:00.000,POINT (534604.7866581093 179505.147473745)
2019010174661,2019,30,1,11/04/2019,5,3,6,-0.083683,51.545986,2,19:45:00.000,POINT (532977.8656181463 184750.2156628034)
2019010174671,2019,40,1,11/04/2019,5,3,1,-0.330003,51.455788,2,21:20:00.000,POINT (516127.5538708196 174300.9970406391)
2019010174675,2019,30,1,11/04/2019,5,3,6,-0.394101,51.597909,2,18:10:00.000,POINT (511327.4643087648 190006.306473149)
2019010174680,2019,20,1,11/04/2019,5,3,6,-0.19787,51.554307,2,18:30:00.000,POINT (525037.7232372363 185474.3212662669)
2019010174698,2019,30,1,12/04/2019,6,3,2,-0.118946,51.512097,2,01:50:00.000,POINT (530629.7469842721 180918.1707927082)
2019010174701,2019,30,1,12/04/2019,6,2,6,-0.126867,51.377189,2,05:45:00.000,POINT (530463.7415533881 165901.9888580065)
2019010174711,2019,30,1,12/04/2019,6,3,1,-0.330479,51.455759,2,06:55:00.000,POINT (516094.5571075676 174297.0182167252)
2019010174718,2019,30,1,08/04/2019,2,3,9,-0.016074,51.577047,2,11:36:00.000,POINT (537571.887264244 188329.2589689592)
2019010174723,2019,30,1,12/04/2019,6,3,6,-0.175818,51.526808,2,09:15:00.000,POINT (526642.7176844983 182454.2005176262)
2019010174730,2019,30,1,12/04/2019,6,3,6,0.094907,51.464496,2,09:27:00.000,POINT (545619.8532989308 176028.0533530667)
2019010174734,2019,20,1,12/04/2019,6,3,6,-0.111648,51.49689,2,10:03:00.000,POINT (531179.7704585901 179240.1458862325)
2019010174758,2019,20,1,11/04/2019,5,3,6,-0.113123,51.448245,2,22:45:00.000,POINT (531216.7838014051 173828.0544657648)
2019010174783,2019,20,1,09/03/2019,7,3,9,-0.20147,51.525586,2,18:20:00.000,POINT (524866.6748821711 182274.2594137785)
2019010174872,2019,30,1,12/04/2019,6,3,6,-0.225816,51.530084,2,20:20:00.000,POINT (523165.7053844093 182733.2307590795)
2019010174949,2019,20,1,13/04/2019,7,3,6,-0.371596,51.427625,2,13:15:00.000,POINT (513307.4701722235 171104.0541732804)
2019010174972,2019,30,1,13/04/2019,7,3,6,-0.005604,51.535297,2,15:50:00.000,POINT (538423.9415970979 183706.2938549888)
2019010174973,2019,30,1,13/04/2019,7,3,1,0.046121,51.51641,2,16:55:00.000,POINT (542069.8805564804 181705.1024440239)
2019010175077,2019,30,1,14/04/2019,1,3,6,0.021748,51.588325,2,13:12:00.000,POINT (540157.8179558096 189655.188176752)
2019010175104,2019,20,1,14/04/2019,1,3,6,-0.116802,51.535759,2,13:15:00.000,POINT (530710.793679254 183553.2950416508)
2019010175126,2019,30,1,14/04/2019,1,3,6,0.16632,51.435086,2,17:25:00.000,POINT (550676.791806541 172902.0510487531)
2019010175142,2019,30,1,14/04/2019,1,3,3,-0.163402,51.448387,2,14:49:00.000,POINT (527722.7407683027 173755.0489546948)
2019010175147,2019,30,1,14/04/2019,1,3,6,-0.100852,51.492867,2,20:39:00.000,POINT (531940.7384793244 178812.1639765623)
2019010175174,2019,30,1,14/04/2019,1,3,6,-0.116349,51.536939,2,22:12:00.000,POINT (530738.8315478461 183685.3242539449)
2019010175202,2019,20,1,15/04/2019,2,3,2,-0.066847,51.51107,2,08:59:00.000,POINT (534247.7971595624 180898.1716886434)
2019010175206,2019,30,1,15/04/2019,2,2,6,-0.157805,51.524468,2,09:10:00.000,POINT (527898.7598628332 182225.2872386613)
2019010175207,2019,30,1,15/04/2019,2,3,6,-0.136476,51.51691,2,08:30:00.000,POINT (529399.7447892384 181422.2751022945)
2019010175249,2019,20,1,08/04/2019,2,3,9,-0.14618,51.541991,1,09:15:00.000,POINT (528655.8053252763 184194.2837213369)
2019010175252,2019,30,1,15/04/2019,2,3,6,-0.111182,51.387846,2,13:15:00.000,POINT (531524.7758224225 167115.061474954)
2019010175260,2019,30,1,12/04/2019,6,3,9,-0.173832,51.482048,2,10:30:00.000,POINT (526904.6671555416 177480.1450910282)
2019010175299,2019,20,1,01/04/2019,2,3,6,-0.092788,51.435803,2,18:00:00.000,POINT (532665.7814682202 172481.0761779652)
2019010175302,2019,30,1,15/04/2019,2,3,6,-0.118977,51.475641,2,17:40:00.000,POINT (530731.7692954234 176864.0966512426)
2019010175310,2019,30,1,15/04/2019,2,3,6,0.004728,51.552557,2,18:34:00.000,POINT (539087.8793632661 185645.2268109762)
2019010175312,2019,30,1,15/04/2019,2,3,6,-0.112524,51.470097,2,18:20:00.000,POINT (531195.7792205273 176259.1212005117)
2019010175315,2019,20,1,14/04/2019,1,3,3,-0.090024,51.504796,2,20:52:00.000,POINT (532657.7714125663 180158.2575570554)
2019010175320,2019,30,1,15/04/2019,2,3,3,-0.17715,51.469987,3,19:10:00.000,POINT (526707.6740976695 176133.1777486228)
2019010175320,2019,30,1,15/04/2019,2,3,3,-0.17715,51.469987,3,19:10:00.000,POINT (526707.6740976695 176133.1777486228)
2019010175348,2019,20,1,15/04/2019,2,3,6,-0.080014,51.5242,2,18:20:00.000,POINT (533295.8406507828 182334.2137260985)
2019010175350,2019,30,1,15/04/2019,2,3,6,-0.13868,51.527178,2,14:20:00.000,POINT (529217.7845315491 182560.2242507762)
2019010175359,2019,20,1,11/04/2019,5,2,6,-0.076926,51.534527,2,05:38:00.000,POINT (533479.8682063995 183488.2331662283)
2019010175369,2019,20,1,16/04/2019,3,2,3,-0.221747,51.504645,2,05:14:00.000,POINT (523516.678569403 179911.1407749344)
2019010175369,2019,20,1,16/04/2019,3,2,3,-0.221747,51.504645,2,05:14:00.000,POINT (523516.678569403 179911.1407749344)
2019010175384,2019,30,1,16/04/2019,3,3,6,-0.209404,51.458919,2,07:30:00.000,POINT (524497.6411952206 174847.1048572105)
2019010175388,2019,30,1,08/04/2019,2,2,2,-0.116324,51.524285,2,09:30:00.000,POINT (530776.7939240792 182278.197898256)
2019010175389,2019,30,1,16/04/2019,3,2,6,0.088659,51.488754,2,07:12:00.000,POINT (545108.9215879155 178713.1371221283)
2019010175427,2019,20,1,16/04/2019,3,3,3,-0.049569,51.519102,2,14:20:00.000,POINT (535422.8945045886 181823.1606159813)
2019010175432,2019,30,1,13/04/2019,7,2,6,0.017654,51.376661,2,13:58:00.000,POINT (540522.913771005 166110.1363847196)
2019010175480,2019,30,1,16/04/2019,3,3,6,-0.183753,51.497687,2,17:40:00.000,POINT (526172.664071071 179202.1280206924)
2019010175490,2019,30,1,12/04/2019,6,3,6,-0.148178,51.506654,2,13:20:00.000,POINT (528616.7082039473 180261.1589953841)
2019010175498,2019,30,1,16/04/2019,3,3,6,-0.00014,51.425355,2,17:17:00.000,POINT (539136.8365501104 171490.9691447252)
2019010175509,2019,30,1,16/04/2019,3,2,6,-0.170291,51.478746,2,16:53:00.000,POINT (527159.7096809954 177119.0893586142)
2019010175561,2019,20,1,17/04/2019,4,3,6,-0.256376,51.51324,2,08:57:00.000,POINT (521090.643002324 180809.1314549401)
2019010175565,2019,20,1,17/04/2019,4,3,6,-0.063707,51.5202,2,08:56:00.000,POINT (534438.8145415767 181919.2118076626)
2019010175582,2019,30,1,16/04/2019,3,3,6,-0.288075,51.51038,2,18:30:00.000,POINT (518898.5653519206 180439.1580272641)
2019010175591,2019,30,1,17/04/2019,4,3,3,-0.188172,51.461785,2,07:55:00.000,POINT (525964.7336296286 175202.0883547117)
2019010175616,2019,30,1,17/04/2019,4,3,6,-0.151432,51.40408,2,09:50:00.000,POINT (528678.7817910274 168848.9280145775)
2019010175617,2019,30,1,16/04/2019,3,2,6,-0.220495,51.503889,2,18:10:00.000,POINT (523605.6115647656 179829.1817621134)
2019010175702,2019,20,1,17/04/2019,4,3,2,-0.06682,51.511007,2,19:41:00.000,POINT (534249.8557276067 180891.2154147181)
2019010175707,2019,30,1,17/04/2019,4,2,6,-0.109695,51.385214,2,20:10:00.000,POINT (531635.7830439471 166825.0468708856)
2019010175760,2019,30,1,18/04/2019,5,3,6,-0.192683,51.401504,2,09:34:00.000,POINT (525816.7317633489 168490.9162837333)
2019010175779,2019,20,1,18/04/2019,5,2,6,-0.073796,51.523963,2,09:20:00.000,POINT (533727.8722603953 182319.1953235072)
2019010175779,2019,20,1,18/04/2019,5,2,6,-0.073796,51.523963,2,09:20:00.000,POINT (533727.8722603953 182319.1953235072)
2019010175810,2019,30,1,18/04/2019,5,3,6,-0.100117,51.370796,2,13:10:00.000,POINT (532343.7714287232 165238.9807183124)
2019010175816,2019,20,1,18/04/2019,5,3,2,-0.12101,51.519019,2,12:55:00.000,POINT (530466.7658238159 181684.2420366455)
2019010175821,2019,30,1,18/04/2019,5,3,6,-0.309081,51.482897,1,07:40:00.000,POINT (517511.508425512 177349.0071072796)
2019010175839,2019,30,1,18/04/2019,5,3,1,-0.18734,51.492248,2,15:00:00.000,POINT (525938.6656591757 178591.1177695583)
2019010175859,2019,20,1,18/04/2019,5,2,6,-0.262799,51.495962,2,18:19:00.000,POINT (520690.5690509336 178877.1292574271)
2019010175869,2019,30,1,18/04/2019,5,3,6,-0.249221,51.514555,2,19:00:00.000,POINT (521583.6117166829 180967.2185481222)
2019010175874,2019,30,1,18/04/2019,5,3,6,-0.134103,51.60526,2,17:30:00.000,POINT (529313.7198066909 191251.3813677396)
2019010175881,2019,30,1,18/04/2019,5,3,6,-0.265073,51.464881,2,11:05:00.000,POINT (520614.6189183356 175417.0284035787)
2019010175896,2019,20,1,18/04/2019,5,3,6,0.035419,51.535311,2,21:20:00.000,POINT (541268.9040597097 183786.2102104894)
2019010175899,2019,30,1,18/04/2019,5,3,6,-0.392861,51.598657,2,20:15:00.000,POINT (511411.5176874826 190091.3777411496)
2019010175901,2019,40,1,18/04/2019,5,3,3,0.027418,51.620007,2,21:45:00.000,POINT (540452.8496803334 193189.1909723798)
2019010175917,2019,20,1,18/04/2019,5,3,6,-0.14841,51.477108,2,09:35:00.000,POINT (528683.711963586 176975.1346537277)
2019010175927,2019,20,1,18/04/2019,5,3,6,-0.055483,51.54473,2,21:30:00.000,POINT (534936.8542061856 184662.1458833377)
2019010175995,2019,30,1,19/04/2019,6,3,6,-0.06617,51.442291,2,16:30:00.000,POINT (534496.7824027064 173251.0499949712)
2019010176023,2019,20,1,19/04/2019,6,3,6,-0.075168,51.55501,2,15:45:00.000,POINT (533541.8544962308 185769.2165533656)
2019010176026,2019,20,1,19/04/2019,6,3,2,-0.090359,51.524675,2,18:05:00.000,POINT (532576.8367178588 182368.2554478628)
2019010176048,2019,30,1,19/04/2019,6,3,3,-0.093903,51.504733,2,23:01:00.000,POINT (532388.7556803286 180144.2338808744)
2019010176071,2019,30,1,20/04/2019,7,3,6,-0.402056,51.52179,2,08:00:00.000,POINT (510961.4339434213 181529.1946169441)
2019010176096,2019,30,1,20/04/2019,7,3,6,0.106922,51.392427,2,09:30:00.000,POINT (546684.8698517841 168038.0286109117)
2019010176114,2019,30,1,20/04/2019,7,3,6,0.148195,51.540233,2,13:30:00.000,POINT (549073.9253457632 184557.1800095073)
2019010176119,2019,20,1,20/04/2019,7,3,6,-0.099558,51.538134,2,08:30:00.000,POINT (531899.8374263477 183848.328249311)
2019010176141,2019,30,1,20/04/2019,7,3,6,-0.434228,51.486515,2,13:00:00.000,POINT (508813.3867685502 177558.1109484073)
2019010176144,2019,30,1,20/04/2019,7,3,6,-0.073057,51.416766,2,09:55:00.000,POINT (534092.8317387901 170400.0242917527)
2019010176181,2019,20,1,20/04/2019,7,3,6,-0.114308,51.464541,2,22:00:00.000,POINT (531087.7870336993 175638.0876772263)
2019010176205,2019,20,1,18/05/2019,7,3,6,-0.025734,51.511644,2,20:05:00.000,POINT (537098.8611467513 181038.1611611591)
2019010176236,2019,30,1,18/04/2019,5,2,3,-0.208006,51.578634,2,15:10:00.000,POINT (524268.7596336768 188162.3548224756)
2019010176240,2019,30,1,21/04/2019,1,2,6,-0.441884,51.566909,2,12:45:00.000,POINT (508091.4762887461 186487.2163643823)
2019010176253,2019,30,1,20/04/2019,7,3,1,-0.120859,51.385294,2,22:00:00.000,POINT (530858.7558596191 166813.9730144236)
2019010176268,2019,30,1,21/04/2019,1,3,6,-0.235366,51.506461,2,17:10:00.000,POINT (522566.6473356235 180090.2142041453)
2019010176270,2019,20,1,21/04/2019,1,2,7,-0.150386,51.56167,2,18:43:00.000,POINT (528308.8111418447 186375.2945156051)
2019010176286,2019,30,1,19/04/2019,6,2,6,-0.082063,51.535816,2,19:20:00.000,POINT (533119.8412492125 183622.2217229514)
2019010176347,2019,50,1,22/04/2019,2,3,1,0.137247,51.346347,2,11:30:00.000,POINT (548943.8668897313 162975.1439500117)
2019010176387,2019,20,1,22/04/2019,2,3,2,-0.441501,51.501728,2,16:46:00.000,POINT (508272.4120880491 179239.1340018735)
2019010176400,2019,30,1,22/04/2019,2,3,6,-0.163375,51.535436,2,15:26:00.000,POINT (527481.7549437694 183435.2630366473)
2019010176410,2019,30,1,13/04/2019,7,3,2,-0.303527,51.411687,2,15:30:00.000,POINT (518080.5327526069 169439.0367854543)
2019010176438,2019,30,1,22/04/2019,2,3,6,-0.062408,51.453982,2,22:25:00.000,POINT (534723.8269743425 174558.0148086365)
2019010176441,2019,20,1,22/04/2019,2,2,6,-0.097093,51.569918,3,19:58:00.000,POINT (531978.8228692132 187387.2724988576)
2019010176453,2019,20,1,23/04/2019,3,3,6,-0.101852,51.557864,2,07:17:00.000,POINT (531683.8170910176 186038.247810673)
2019010176461,2019,30,1,26/02/2019,3,3,9,-0.297464,51.543024,2,20:10:00.000,POINT (518162.5796592231 184054.1715288718)
2019010176469,2019,20,1,23/04/2019,3,3,6,-0.123362,51.477213,2,08:05:00.000,POINT (530422.7793855171 177031.0938325676)
2019010176471,2019,30,1,23/04/2019,3,3,6,-0.161876,51.514666,1,07:20:00.000,POINT (527643.7364077114 181128.1625974604)
2019010176490,2019,20,1,21/04/2019,1,3,7,0.025009,51.614572,2,12:45:00.000,POINT (540302.8419287499 192580.1785535466)
2019010176506,2019,30,1,23/04/2019,3,3,6,-0.352627,51.43628,2,07:45:00.000,POINT (514604.5250019203 172096.0096709092)
2019010176509,2019,20,1,23/04/2019,3,3,6,-0.107624,51.523084,2,09:00:00.000,POINT (531383.7618187028 182160.2150470845)
2019010176567,2019,20,1,23/04/2019,3,3,3,-0.083304,51.529614,2,13:55:00.000,POINT (533051.8443315638 182930.2838488145)
2019010176578,2019,20,1,23/04/2019,3,3,6,-0.195074,51.397018,2,12:25:00.000,POINT (525662.7052933036 167987.9638970315)
2019010176584,2019,30,1,23/04/2019,3,3,3,-0.126442,51.438576,2,16:50:00.000,POINT (530318.8124179877 172729.0834066231)
2019010176615,2019,20,1,23/04/2019,3,3,9,-0.182144,51.529047,2,18:00:00.000,POINT (526197.7213953909 182692.2666631733)
2019010176630,2019,20,1,23/04/2019,3,3,2,-0.085911,51.520403,2,08:00:00.000,POINT (532897.8152515332 181901.2581209138)
2019010176670,2019,30,1,24/04/2019,4,3,6,-0.325338,51.516763,2,07:30:00.000,POINT (516296.5616031998 181089.1652018567)
2019010176718,2019,30,1,24/04/2019,4,3,6,-0.126978,51.50951,2,09:35:00.000,POINT (530079.7849094433 180616.192984322)
2019010176730,2019,30,1,23/04/2019,3,3,6,-0.053002,51.520418,2,17:30:00.000,POINT (535180.830291862 181963.1603989947)
2019010176739,2019,20,1,24/04/2019,4,3,1,-0.050094,51.465999,2,10:10:00.000,POINT (535543.7714903554 175917.0280767396)
2019010176749,2019,30,1,24/04/2019,4,3,6,-0.105714,51.381399,2,11:45:00.000,POINT (531923.7448711859 166407.9648603564)
2019010176775,2019,30,1,23/04/2019,3,3,6,-0.190447,51.468349,2,16:00:00.000,POINT (525788.664256687 175928.121419083)
2019010176778,2019,30,1,23/04/2019,3,3,2,0.112281,51.532648,2,10:45:00.000,POINT (546607.9022309524 183641.1988388413)
2019010176791,2019,30,1,24/04/2019,4,3,9,-0.114547,51.505885,2,08:45:00.000,POINT (530952.781180981 180235.2309420781)
2019010176800,2019,30,1,24/04/2019,4,3,6,-0.008312,51.559488,2,12:05:00.000,POINT (538162.886713429 186391.2730290302)
2019010176808,2019,30,1,24/04/2019,4,3,3,-0.09301,51.501274,1,14:56:00.000,POINT (532460.7509030547 179761.1975956)
2019010176838,2019,30,1,17/04/2019,4,2,6,-0.178323,51.480292,3,08:29:00.000,POINT (526597.6967505669 177277.1032931174)
2019010176838,2019,30,1,17/04/2019,4,2,6,-0.178323,51.480292,3,08:29:00.000,POINT (526597.6967505669 177277.1032931174)
2019010176840,2019,30,1,24/04/2019,4,3,6,-0.237516,51.548192,2,08:40:00.000,POINT (522305.6624017154 184727.326762124)
2019010176844,2019,30,1,24/04/2019,4,3,6,-0.190698,51.502039,2,18:36:00.000,POINT (525678.6456409239 179674.1506824031)
2019010176848,2019,20,1,24/04/2019,4,3,6,-0.164273,51.431692,2,18:00:00.000,POINT (527708.7405557584 171897.0014546852)
2019010176863,2019,30,1,24/04/2019,4,3,2,-0.130351,51.464771,2,18:26:00.000,POINT (529972.7821888733 175635.0922938851)
2019010176868,2019,20,1,23/04/2019,3,3,6,-0.05974,51.527032,2,09:45:00.000,POINT (534693.8797097889 182686.238718395)
2019010176869,2019,30,1,24/04/2019,4,3,6,-0.097585,51.498659,2,17:56:00.000,POINT (532150.7845420997 179462.139259203)
2019010176921,2019,30,1,25/04/2019,5,2,3,-0.125193,51.493672,2,08:20:00.000,POINT (530248.7620976956 178858.1269039368)
2019010176929,2019,20,1,25/04/2019,5,3,2,-0.128083,51.51701,2,10:30:00.000,POINT (529981.7734246083 181448.2576042266)
2019010176941,2019,20,1,25/04/2019,5,3,6,-0.0768,51.557366,2,08:30:00.000,POINT (533421.8310668352 186028.2358648627)
2019010176956,2019,20,1,24/04/2019,4,3,6,-0.092596,51.501861,2,22:05:00.000,POINT (532487.7831707096 179827.2223483548)
2019010176957,2019,20,1,25/04/2019,5,3,6,-0.109511,51.522072,2,11:25:00.000,POINT (531255.7658877922 182044.2934509332)
2019010176978,2019,30,1,23/04/2019,3,3,6,-0.110647,51.526316,2,18:30:00.000,POINT (531164.7722450481 182514.2054883457)
2019010176978,2019,30,1,23/04/2019,3,3,6,-0.110647,51.526316,2,18:30:00.000,POINT (531164.7722450481 182514.2054883457)
2019010176981,2019,20,1,24/04/2019,4,2,6,-0.057307,51.543547,2,19:15:00.000,POINT (534813.8758460151 184527.2322545043)
2019010177008,2019,30,1,25/04/2019,5,3,3,-0.355393,51.50985,2,14:20:00.000,POINT (514228.5369436244 180273.106002168)
2019010177014,2019,30,1,25/04/2019,5,2,2,-0.0982,51.383427,2,15:14:00.000,POINT (532440.7671285778 166647.0165834805)
2019010177028,2019,40,1,25/04/2019,5,3,3,0.032923,51.451433,2,14:44:00.000,POINT (541354.852008816 174454.0965268377)
2019010177037,2019,30,1,25/04/2019,5,2,3,-0.288846,51.510562,2,08:08:00.000,POINT (518844.5908875591 180458.1463521261)
2019010177057,2019,30,1,25/04/2019,5,3,6,-0.059984,51.475507,2,16:10:00.000,POINT (534828.8241461299 176956.0897791497)
2019010177113,2019,30,1,25/04/2019,5,3,3,-0.273187,51.545448,2,23:39:00.000,POINT (519839.6421268075 184363.19127105)
2019010177130,2019,30,1,25/04/2019,5,3,6,-0.142183,51.502054,2,07:32:00.000,POINT (529045.7244850667 179760.1658801991)
2019010177137,2019,30,1,26/04/2019,6,3,1,-0.21384,51.40387,2,07:00:00.000,POINT (524338.7080920208 168717.9492920827)
2019010177141,2019,20,1,02/04/2019,3,3,9,-0.088221,51.506214,2,13:35:00.000,POINT (532778.7785995011 180319.2100030033)
2019010177189,2019,30,1,26/04/2019,6,3,6,0.051465,51.449275,2,08:30:00.000,POINT (542649.8478018513 174250.0492279704)
2019010177204,2019,20,1,10/04/2019,4,3,9,-0.12646,51.575508,2,15:30:00.000,POINT (529927.7625898558 187956.3545617534)
2019010177216,2019,20,1,26/04/2019,6,3,6,-0.194939,51.497896,2,10:40:00.000,POINT (525395.6647860132 179206.1643787196)
2019010177218,2019,30,1,26/04/2019,6,2,6,-0.096318,51.570517,2,09:13:00.000,POINT (532030.7961201892 187455.2816254309)
2019010177243,2019,20,1,26/04/2019,6,3,3,-0.126693,51.505585,2,07:30:00.000,POINT (530110.7334632357 180180.2257893846)
2019010177261,2019,20,1,26/04/2019,6,2,3,-0.146811,51.536048,2,15:33:00.000,POINT (528628.791360533 183532.2883579757)
2019010177264,2019,30,1,28/02/2019,5,3,6,0.01056,51.486234,2,08:30:00.000,POINT (539694.8355828251 178281.1029041733)
2019010177270,2019,20,1,26/04/2019,6,3,6,-0.071522,51.460419,2,16:40:00.000,POINT (534071.7755583501 175257.1084796442)
2019010177271,2019,30,1,26/04/2019,6,3,6,-0.132447,51.463869,2,15:18:00.000,POINT (529829.7518712563 175531.0725608494)
2019010177308,2019,20,1,26/04/2019,6,3,9,-0.113363,51.557547,2,19:15:00.000,POINT (530886.8035711243 185982.3500847949)
2019010177310,2019,20,1,26/04/2019,6,3,2,-0.026456,51.534273,1,19:00:00.000,POINT (536980.8902434643 183553.2044047768)
2019010177330,2019,30,1,26/04/2019,6,3,1,-0.076212,51.655663,2,17:51:00.000,POINT (533174.862212276 196960.3621453108)
2019010177403,2019,30,1,27/04/2019,7,3,6,-0.133579,51.516189,2,10:00:00.000,POINT (529602.7859627872 181347.2196577574)
2019010177457,2019,30,1,27/04/2019,7,3,3,-0.122597,51.450232,2,14:35:00.000,POINT (530552.8191949999 174032.0983032006)
2019010177469,2019,30,1,27/04/2019,7,3,9,-0.03255,51.475886,2,18:20:00.000,POINT (536732.7899205838 177049.0701834319)
