accident_index,accident_y,speed_limit,vehicle_type,date,day_of_week,accident_severity,road_type,longitude,latitude,number_of_vehicles,time,geometry
2020010228378,2020,20,1,03/01/2020,6,3,6,-0.026329,51.481546,2,15:30:00.000,POINT (537147.8230233286 177690.0971889592)
2020010228429,2020,30,1,03/01/2020,6,3,6,-0.165724,51.457596,2,18:58:00.000,POINT (527535.7503720648 174775.0747305149)
2020010228470,2020,30,1,03/01/2020,6,3,6,-0.1188,51.475738,2,18:45:00.000,POINT (530743.7836469413 176875.1990987835)
2020010228494,2020,20,1,04/01/2020,7,3,1,-0.332905,51.439373,2,12:28:00.000,POINT (515967.4778394531 172470.9720058165)
2020010228503,2020,20,1,04/01/2020,7,3,6,-0.058828,51.527124,2,11:25:00.000,POINT (534756.868933485 182698.1473417865)
2020010228508,2020,20,1,01/01/2020,4,2,7,-0.182219,51.409049,2,14:15:00.000,POINT (526523.763555499 169347.9368919148)
2020010228551,2020,20,1,04/01/2020,7,2,6,-0.096127,51.50288,1,16:05:00.000,POINT (532239.7724108766 179934.1576733225)
2020010228567,2020,20,1,04/01/2020,7,3,6,-0.06747,51.468419,1,20:20:00.000,POINT (534329.7754942675 176154.1429204955)
2020010228620,2020,30,1,05/01/2020,1,2,6,-0.206944,51.474313,2,10:45:00.000,POINT (524626.6223304522 176563.1574075423)
2020010228623,2020,30,1,05/01/2020,1,3,6,-0.253044,51.390396,2,09:50:00.000,POINT (521647.6438458369 167153.8784844538)
2020010228629,2020,20,1,05/01/2020,1,3,1,-0.25748,51.453699,2,13:20:00.000,POINT (521171.6204057401 174186.0627237702)
2020010228648,2020,20,1,05/01/2020,1,3,1,-0.201353,51.528543,2,16:30:00.000,POINT (524866.7078000844 182603.2914577172)
2020010228666,2020,20,1,05/01/2020,1,3,6,-0.029743,51.459148,2,18:20:00.000,POINT (536977.7952005636 175193.0242184445)
2020010228695,2020,30,1,03/01/2020,6,3,6,-0.056194,51.628877,2,13:35:00.000,POINT (534638.7496433293 194018.2951117966)
2020010228700,2020,20,1,06/01/2020,2,3,3,-0.2072,51.47438,2,06:34:00.000,POINT (524608.6616840872 176570.1727685954)
2020010228708,2020,30,1,06/01/2020,2,3,6,-0.176037,51.511596,2,09:50:00.000,POINT (526669.6905297088 180762.1819991494)
2020010228744,2020,30,1,06/01/2020,2,3,6,0.113672,51.387935,2,12:20:00.000,POINT (547168.8551992273 167552.0476611805)
2020010228757,2020,20,1,06/01/2020,2,3,6,-0.092394,51.563943,2,12:40:00.000,POINT (532321.7955975835 186731.3136594315)
2020010228802,2020,30,1,06/01/2020,2,3,6,-0.323379,51.477491,2,17:30:00.000,POINT (516532.505787442 176724.99987726)
2020010228806,2020,30,1,06/01/2020,2,3,6,-0.201059,51.452208,2,17:40:00.000,POINT (525095.694381847 174115.0240436998)
2020010228883,2020,30,1,07/01/2020,3,3,6,0.08419,51.490272,1,07:30:00.000,POINT (544793.8703965015 178873.0957030513)
2020010228921,2020,20,1,07/01/2020,3,3,6,-0.030088,51.544981,2,09:16:00.000,POINT (536696.9328514346 184737.1722305884)
2020010228979,2020,20,1,07/01/2020,3,3,6,-0.117798,51.484354,2,18:05:00.000,POINT (530788.7348453494 177835.1107115072)
2020010229001,2020,30,1,08/01/2020,4,3,1,0.039547,51.504753,2,06:00:00.000,POINT (541649.9044350968 180396.0992743211)
2020010229006,2020,30,1,08/01/2020,4,3,6,-0.149698,51.521399,2,06:32:00.000,POINT (528469.7683125533 181898.1918769046)
2020010229018,2020,30,1,08/01/2020,4,3,6,-0.210953,51.453906,2,08:30:00.000,POINT (524403.6494359393 174287.0110297542)
2020010229029,2020,20,1,08/01/2020,4,3,6,-0.098631,51.500889,2,09:20:00.000,POINT (532071.741768598 179708.2352411163)
2020010229054,2020,20,1,08/01/2020,4,3,6,-0.094751,51.486473,2,10:54:00.000,POINT (532382.7571770528 178112.1394766421)
2020010229058,2020,30,1,06/01/2020,2,3,6,-0.26649,51.488661,2,07:08:00.000,POINT (520453.5880178597 178059.1476121735)
2020010229062,2020,20,1,07/01/2020,3,2,6,-0.103473,51.536578,1,18:40:00.000,POINT (531632.8247112615 183668.2498247697)
2020010229064,2020,30,1,08/01/2020,4,3,3,-0.151371,51.506435,2,16:50:00.000,POINT (528395.740131187 180231.2038140177)
2020010229071,2020,20,1,08/01/2020,4,3,6,-0.09449,51.528978,2,17:33:00.000,POINT (532277.8130804064 182839.2923079903)
2020010229180,2020,20,1,08/01/2020,4,3,6,-0.111124,51.531495,2,08:07:00.000,POINT (531116.8163463022 183089.2743789994)
2020010229197,2020,20,1,08/01/2020,4,3,6,-0.118422,51.49788,2,07:15:00.000,POINT (530706.7498379701 179338.1289514705)
2020010229259,2020,20,1,08/01/2020,4,3,6,-0.126208,51.543373,2,07:15:00.000,POINT (530036.7810703198 184383.2523368387)
2020010229305,2020,20,1,09/01/2020,5,3,6,-0.134223,51.565668,2,08:00:00.000,POINT (529417.7713768147 186848.3470881441)
2020010229314,2020,20,1,08/01/2020,4,3,9,-0.056934,51.544853,1,05:05:00.000,POINT (534835.8817204905 184673.1503378295)
2020010229323,2020,20,1,09/01/2020,5,3,6,-0.37107,51.574139,2,07:04:00.000,POINT (512981.4749700938 187398.1826178113)
2020010229378,2020,30,1,09/01/2020,5,3,6,-0.104707,51.505151,2,09:55:00.000,POINT (531637.7649342318 180171.2453830222)
2020010229401,2020,30,1,09/01/2020,5,3,6,-0.149812,51.469495,2,08:43:00.000,POINT (528607.7462479305 176126.08406099)
2020010229468,2020,20,1,09/01/2020,5,3,6,-0.018819,51.559045,2,09:00:00.000,POINT (537435.9290838602 186322.2280975467)
2020010229480,2020,20,1,09/01/2020,5,3,1,-0.022574,51.4565,2,16:50:00.000,POINT (537483.7593937838 174911.9865368513)
2020010229533,2020,30,1,10/01/2020,6,3,6,0.073366,51.579951,2,07:10:00.000,POINT (543759.8317998541 188824.1385602806)
2020010229555,2020,20,1,09/01/2020,5,3,6,-0.098458,51.575615,2,18:45:00.000,POINT (531867.7534209754 188018.3415655111)
2020010229602,2020,30,1,10/01/2020,6,3,2,-0.329872,51.445184,2,11:24:00.000,POINT (516163.540655993 173121.9851651873)
2020010229646,2020,30,1,08/01/2020,4,3,7,-0.386482,51.473827,1,12:05:00.000,POINT (512159.4488472102 176219.0953068193)
2020010229777,2020,20,1,11/01/2020,7,2,9,-0.462948,51.50791,2,12:10:00.000,POINT (506769.415907665 179895.1473588682)
2020010229813,2020,20,1,11/01/2020,7,3,6,-0.365365,51.463966,2,16:56:00.000,POINT (513650.4651406442 175155.0179979005)
2020010229822,2020,30,1,11/01/2020,7,3,6,-0.204791,51.487337,2,20:00:00.000,POINT (524740.6291319963 178015.1422072239)
2020010229830,2020,30,1,11/01/2020,7,3,6,-0.222032,51.500657,3,16:58:00.000,POINT (523507.6718796433 179467.176154462)
2020010229835,2020,30,1,11/01/2020,7,3,2,-0.461125,51.535079,2,19:45:00.000,POINT (506832.3951609248 182919.2154383328)
2020010229895,2020,30,1,11/01/2020,7,3,2,-0.120102,51.485408,2,22:45:00.000,POINT (530625.7580834134 177948.2085136333)
2020010229900,2020,30,1,11/01/2020,7,3,6,-0.368614,51.412782,2,12:39:00.000,POINT (513551.5181748067 169458.0479044989)
2020010229917,2020,30,1,12/01/2020,1,3,3,-0.082869,51.492287,2,15:00:00.000,POINT (533190.753463036 178780.2062625244)
2020010229924,2020,20,1,12/01/2020,1,3,6,-0.059813,51.529722,2,12:50:00.000,POINT (534680.8836179045 182985.2399399756)
2020010229954,2020,20,1,12/01/2020,1,3,6,-0.062543,51.468814,2,17:45:00.000,POINT (534670.8127095255 176207.110225947)
2020010229964,2020,30,1,10/01/2020,6,3,6,-0.213899,51.554237,2,17:23:00.000,POINT (523926.7097916588 185439.2805306894)
2020010229983,2020,30,1,12/01/2020,1,2,1,-0.270862,51.531089,2,14:37:00.000,POINT (520038.5938993383 182770.1935010753)
2020010230024,2020,30,1,13/01/2020,2,3,6,0.113063,51.409358,2,06:52:00.000,POINT (547057.8030237737 169933.0201652749)
2020010230055,2020,30,1,13/01/2020,2,2,6,-0.010396,51.46312,2,09:20:00.000,POINT (538309.784352649 175671.0499034335)
2020010230083,2020,30,1,11/01/2020,7,3,9,-0.365025,51.479905,2,02:23:00.000,POINT (513634.5097973325 176928.056996041)
2020010230087,2020,30,1,12/01/2020,1,3,9,-0.076649,51.574297,2,17:20:00.000,POINT (533382.7783910942 187911.3004677281)
2020010230120,2020,20,1,07/01/2020,3,3,6,-0.018975,51.545172,2,17:10:00.000,POINT (537466.901088562 184779.2218496547)
2020010230140,2020,30,1,13/01/2020,2,3,2,-0.140321,51.520532,1,13:00:00.000,POINT (529122.7394318955 181818.268908781)
2020010230143,2020,30,1,13/01/2020,2,3,6,-0.154876,51.474593,2,17:28:00.000,POINT (528241.7509739738 176684.1237595034)
2020010230152,2020,20,1,13/01/2020,2,3,6,-0.114925,51.534074,2,19:11:00.000,POINT (530845.7954317525 183369.2692745312)
2020010230172,2020,30,1,13/01/2020,2,3,6,-0.090843,51.636424,2,17:09:00.000,POINT (532218.7654473756 194794.3295395467)
2020010230187,2020,30,1,13/01/2020,2,3,1,-0.18769,51.492146,2,20:40:00.000,POINT (525914.6498921495 178579.1734102204)
2020010230192,2020,20,1,13/01/2020,2,3,6,-0.121218,51.452269,2,18:55:00.000,POINT (530642.8246198368 174261.0743087574)
2020010230239,2020,30,1,14/01/2020,3,3,6,-0.18767,51.461759,2,09:50:00.000,POINT (525999.6766457376 175200.0598777297)
2020010230244,2020,30,1,06/01/2020,2,3,9,-0.174285,51.465634,2,12:00:00.000,POINT (526918.7238945938 175654.0664563946)
2020010230262,2020,30,1,14/01/2020,3,3,1,-0.313308,51.552911,2,09:45:00.000,POINT (517038.5650720137 185128.2224757653)
2020010230298,2020,40,1,14/01/2020,3,3,3,-0.395007,51.475445,2,17:45:00.000,POINT (511563.457514921 176386.0169871422)
2020010230306,2020,20,1,14/01/2020,3,3,6,-0.114018,51.46495,2,18:20:00.000,POINT (531106.759179729 175684.0882252983)
2020010230310,2020,30,1,14/01/2020,3,3,6,-0.250457,51.583771,2,18:20:00.000,POINT (521313.7560059904 188662.3905783903)
2020010230316,2020,30,1,14/01/2020,3,3,1,-0.340169,51.45926,2,17:13:00.000,POINT (515412.5175100938 174671.0483864345)
2020010230360,2020,20,1,08/01/2020,4,2,6,-0.099374,51.525253,2,10:30:00.000,POINT (531949.808645953 182416.2484376386)
2020010230431,2020,30,1,14/01/2020,3,3,6,-0.176805,51.511482,2,07:48:00.000,POINT (526616.7153826874 180748.17686846)
2020010230470,2020,30,1,12/01/2020,1,2,6,-0.153832,51.610535,2,13:50:00.000,POINT (527932.7383332339 191803.2983095131)
2020010230486,2020,20,1,15/01/2020,4,3,6,-0.151468,51.467345,2,07:30:00.000,POINT (528498.7673177969 175884.0927558838)
2020010230492,2020,30,1,15/01/2020,4,2,6,-0.024111,51.413199,2,07:40:00.000,POINT (537506.8510595709 170094.0039932732)
2020010230503,2020,30,1,15/01/2020,4,3,6,-0.130537,51.46481,2,08:35:00.000,POINT (529959.7519092843 175639.0993740848)
2020010230588,2020,30,1,14/01/2020,3,3,1,0.172775,51.457683,2,17:45:00.000,POINT (551050.8851019752 175428.0751469016)
2020010230601,2020,20,1,15/01/2020,4,3,6,-0.083668,51.478037,2,09:01:00.000,POINT (533176.7679070276 177194.1196910147)
2020010230616,2020,30,1,15/01/2020,4,3,6,-0.106274,51.531983,2,14:37:00.000,POINT (531451.8000217809 183152.2374505468)
2020010230626,2020,30,1,15/01/2020,4,3,6,-0.07927,51.59977,2,17:00:00.000,POINT (533126.7374359842 190739.2276402733)
2020010230633,2020,20,1,15/01/2020,4,3,6,-0.273128,51.507769,2,16:42:00.000,POINT (519942.6181760767 180173.1666561397)
2020010230640,2020,20,1,15/01/2020,4,3,6,-0.196533,51.499854,1,09:40:00.000,POINT (525279.6602666506 179421.1751880128)
2020010230649,2020,30,1,15/01/2020,4,3,3,-0.126634,51.50562,2,17:10:00.000,POINT (530114.7283218338 180184.2227072039)
2020010230668,2020,30,1,15/01/2020,4,3,6,-0.081935,51.496687,1,19:10:00.000,POINT (533242.7687785758 179271.1958710584)
2020010230671,2020,30,1,15/01/2020,4,3,6,-0.299836,51.454176,2,18:44:00.000,POINT (518227.5741332789 174169.9508826145)
2020010230672,2020,30,1,15/01/2020,4,2,6,-0.039218,51.475198,3,08:10:00.000,POINT (536271.7975718259 176960.1420560259)
2020010230677,2020,30,1,15/01/2020,4,3,1,-0.209124,51.54947,2,06:35:00.000,POINT (524270.7144527148 184917.258901815)
2020010230751,2020,20,1,16/01/2020,5,2,6,-0.409812,51.594544,2,07:45:00.000,POINT (510247.4630390846 189608.3031443695)
2020010230777,2020,20,1,09/01/2020,5,3,2,-0.138283,51.461957,2,17:45:00.000,POINT (529429.7799266151 175308.131230207)
2020010230780,2020,30,1,16/01/2020,5,2,6,-0.214539,51.582807,2,07:04:00.000,POINT (523804.7717017272 188615.343591611)
2020010230785,2020,20,1,16/01/2020,5,3,6,-0.234581,51.492861,2,08:36:00.000,POINT (522657.5997519088 178579.1431179303)
2020010230825,2020,30,1,14/01/2020,3,3,6,-0.247879,51.506702,2,13:40:00.000,POINT (521697.6331990784 180096.1530600291)
2020010230829,2020,20,1,16/01/2020,5,3,6,-0.292582,51.511624,1,14:45:00.000,POINT (518582.5880063468 180570.1923985562)
2020010230846,2020,20,1,16/01/2020,5,3,6,-0.062856,51.469251,2,15:30:00.000,POINT (534647.7882677983 176255.1302885142)
2020010230860,2020,30,1,13/01/2020,2,3,6,-0.30526,51.413429,2,09:12:00.000,POINT (517955.5368383668 169629.9663086615)
2020010230867,2020,20,1,06/01/2020,2,3,6,-0.083239,51.529792,2,17:10:00.000,POINT (533055.8342323632 182950.196121031)
2020010230931,2020,20,1,16/01/2020,5,3,2,-0.065714,51.487113,2,19:44:00.000,POINT (534396.8171748107 178236.1736183065)
2020010230946,2020,30,1,16/01/2020,5,2,6,-0.189873,51.450445,2,21:30:00.000,POINT (525877.7390893694 173938.1198995757)
2020010230953,2020,30,1,16/01/2020,5,3,3,0.176333,51.523932,2,14:30:00.000,POINT (551079.0120896641 182802.201665206)
2020010230977,2020,30,1,14/01/2020,3,3,6,-0.263321,51.492463,2,19:20:00.000,POINT (520663.5658474402 178487.1630524872)
2020010231032,2020,20,1,15/01/2020,4,3,6,-0.363915,51.513746,2,13:34:00.000,POINT (513627.4812493374 180693.1138642123)
2020010231036,2020,40,1,17/01/2020,6,3,1,-0.377972,51.436454,2,11:30:00.000,POINT (512842.485917481 172076.0560736433)
2020010231039,2020,20,1,17/01/2020,6,3,2,-0.299089,51.415021,2,09:30:00.000,POINT (518380.5561205988 169816.9443905684)
2020010231042,2020,30,1,17/01/2020,6,3,6,0.10443,51.432724,2,10:10:00.000,POINT (546382.8194150663 172514.0076402291)
2020010231061,2020,20,1,17/01/2020,6,3,2,-0.027989,51.570198,2,15:40:00.000,POINT (536766.8583952545 187545.2949049156)
2020010231092,2020,20,1,17/01/2020,6,2,2,-0.062116,51.511145,1,17:50:00.000,POINT (534575.8560085919 180915.1941371111)
2020010231107,2020,20,1,13/01/2020,2,2,1,-0.270789,51.531097,2,18:10:00.000,POINT (520043.6361856625 182771.2028062651)
2020010231110,2020,30,1,17/01/2020,6,3,6,-0.249813,51.554724,2,17:20:00.000,POINT (521435.6795730486 185433.2527136048)
2020010231115,2020,20,1,17/01/2020,6,2,3,-0.139852,51.540506,2,17:00:00.000,POINT (529098.805360097 184040.2843125371)
2020010231146,2020,20,1,17/01/2020,6,3,9,-0.144963,51.448097,2,08:40:00.000,POINT (529004.7939356702 173755.0861121748)
2020010231149,2020,30,1,17/01/2020,6,2,1,0.115851,51.567052,2,19:28:00.000,POINT (546744.8195320392 187474.0932799852)
2020010231155,2020,20,1,18/01/2020,7,3,9,-0.155865,51.614164,1,23:49:00.000,POINT (527781.7930471179 192203.3097074035)
2020010231223,2020,30,1,17/01/2020,6,2,6,-0.153821,51.613278,2,23:30:00.000,POINT (527925.7943572896 192108.3544425236)
2020010231230,2020,30,1,18/01/2020,7,3,6,-0.256613,51.465133,3,12:06:00.000,POINT (521201.5917335862 175459.0067436947)
2020010231239,2020,20,1,18/01/2020,7,3,6,-0.108109,51.396483,2,09:54:00.000,POINT (531713.7974469082 168081.0192715333)
2020010231253,2020,30,1,18/01/2020,7,3,6,-0.057027,51.532508,2,15:06:00.000,POINT (534865.8947165371 183300.1789973928)
2020010231264,2020,30,1,18/01/2020,7,2,6,-0.175355,51.541612,2,16:45:00.000,POINT (526633.7770599925 184101.2734365258)
2020010231309,2020,30,1,17/01/2020,6,3,6,-0.177838,51.623095,2,17:05:00.000,POINT (526235.7688068897 193158.3321886607)
2020010231331,2020,20,1,18/01/2020,7,3,2,0.013141,51.494463,2,13:50:00.000,POINT (539848.8584872235 179201.1008589219)
2020010231367,2020,20,1,19/01/2020,1,3,6,-0.109572,51.411542,2,09:30:00.000,POINT (531568.8340657447 169752.9754238419)
2020010231402,2020,30,1,19/01/2020,1,3,6,-0.342123,51.405324,1,08:15:00.000,POINT (515412.4844108555 168670.0220616156)
2020010231424,2020,30,1,19/01/2020,1,3,6,-0.184476,51.493994,2,14:00:00.000,POINT (526132.6656771974 178790.206677451)
2020010231425,2020,30,1,18/01/2020,7,3,6,-0.187225,51.415907,2,16:24:00.000,POINT (526156.7568306377 170101.9415866795)
2020010231427,2020,30,1,19/01/2020,1,2,6,-0.146268,51.530958,1,14:20:00.000,POINT (528680.7909443072 182967.2133888828)
2020010231436,2020,30,1,19/01/2020,1,3,7,-0.459729,51.535852,2,16:15:00.000,POINT (506927.4063389114 183007.2165724008)
2020010231457,2020,30,1,19/01/2020,1,3,6,0.016639,51.398719,2,19:18:00.000,POINT (540384.7999123875 168561.0266367468)
2020010231552,2020,20,1,20/01/2020,2,3,7,-0.056336,51.541957,2,08:25:00.000,POINT (534885.9026664433 184352.2080712132)
2020010231556,2020,30,1,18/01/2020,7,3,1,-0.003069,51.549075,2,22:30:00.000,POINT (538557.9213449387 185243.2332193071)
2020010231596,2020,30,1,20/01/2020,2,3,3,-0.084473,51.486998,2,16:00:00.000,POINT (533094.7971615075 178189.141402147)
2020010231601,2020,20,1,18/01/2020,7,3,6,-0.302255,51.417675,2,17:38:00.000,POINT (518153.5648555262 170106.9756522259)
2020010231606,2020,30,1,20/01/2020,2,3,6,-0.061798,51.548837,2,08:47:00.000,POINT (534486.8840977571 185107.2360946287)
2020010231616,2020,30,1,20/01/2020,2,3,6,-0.101611,51.563652,2,13:43:00.000,POINT (531683.8150700516 186682.3298756779)
2020010231636,2020,20,1,20/01/2020,2,3,6,-0.07894,51.562059,2,05:55:00.000,POINT (533259.7803217748 186546.215706725)
2020010231654,2020,20,1,20/01/2020,2,3,6,-0.088512,51.380706,2,16:33:00.000,POINT (533122.778411946 166361.971059285)
2020010231675,2020,20,1,20/01/2020,2,3,1,-0.082695,51.427724,1,08:35:00.000,POINT (533390.7928134998 171600.990161295)
2020010231693,2020,20,1,20/01/2020,2,3,6,-0.113703,51.553847,2,23:30:00.000,POINT (530873.8468128213 185570.2872244402)
2020010231706,2020,20,1,21/01/2020,3,2,6,-0.05956,51.549582,2,05:15:00.000,POINT (534639.8503734337 185194.1963963441)
2020010231736,2020,20,1,21/01/2020,3,3,6,-0.053754,51.497364,2,09:13:00.000,POINT (535196.8375664055 179398.1131197281)
2020010231747,2020,20,1,21/01/2020,3,3,6,-0.051223,51.540469,2,09:00:00.000,POINT (535244.8564604347 184196.1710596508)
2020010231771,2020,30,1,21/01/2020,3,3,1,-0.000481,51.573239,2,09:00:00.000,POINT (538663.8783477657 187935.231026134)
2020010231779,2020,30,1,21/01/2020,3,2,3,-0.070719,51.492753,1,13:15:00.000,POINT (534032.8132470797 178854.1854529221)
2020010231782,2020,20,1,20/01/2020,2,3,9,0.014246,51.477061,2,14:20:00.000,POINT (539978.8050346703 177268.091946788)
2020010231783,2020,20,1,21/01/2020,3,3,3,-0.070021,51.531077,2,12:51:00.000,POINT (533968.8746756406 183117.1934306889)
2020010231808,2020,20,1,20/01/2020,2,3,6,-0.061233,51.531939,2,16:25:00.000,POINT (534575.8583795761 183229.1657551685)
2020010231809,2020,30,1,21/01/2020,3,2,6,-0.040504,51.550965,2,10:30:00.000,POINT (535956.8896289399 185383.2115580705)
2020010231823,2020,30,1,21/01/2020,3,3,6,-0.242955,51.498742,2,16:40:00.000,POINT (522060.5938757303 179219.1533376477)
2020010231838,2020,30,1,21/01/2020,3,3,6,-0.077154,51.530835,2,13:30:00.000,POINT (533474.8461202958 183077.2556337306)
2020010231840,2020,20,1,21/01/2020,3,3,3,-0.06385,51.498134,1,18:00:00.000,POINT (534493.8107161263 179465.1544418442)
2020010231851,2020,30,1,21/01/2020,3,3,6,-0.198926,51.415323,2,19:15:00.000,POINT (525344.7261982209 170016.9379547439)
2020010231868,2020,20,1,21/01/2020,3,2,3,-0.114198,51.526886,2,20:28:00.000,POINT (530916.8187572516 182571.2370657183)
2020010231868,2020,20,1,21/01/2020,3,2,3,-0.114198,51.526886,2,20:28:00.000,POINT (530916.8187572516 182571.2370657183)
2020010231936,2020,30,1,22/01/2020,4,2,6,-0.231855,51.506336,2,08:33:00.000,POINT (522810.6379906065 180082.1937937289)
2020010231961,2020,20,1,22/01/2020,4,3,6,-0.078001,51.526469,2,09:30:00.000,POINT (533428.8529858202 182590.199439716)
2020010231966,2020,30,1,21/01/2020,3,3,9,-0.129467,51.430738,2,18:10:00.000,POINT (530130.8291317981 171852.1081750133)
2020010231967,2020,30,1,15/01/2020,4,3,3,-0.114153,51.518207,1,09:00:00.000,POINT (530944.8141730388 181606.1824959331)
2020010231985,2020,30,1,21/01/2020,3,3,3,-0.341821,51.404528,2,12:55:00.000,POINT (515435.4915941323 168581.9784042946)
2020010232012,2020,30,1,08/01/2020,4,3,1,-0.041717,51.533126,2,22:10:00.000,POINT (535925.9006095978 183397.2134706394)
2020010232030,2020,30,1,22/01/2020,4,3,6,-0.101881,51.50622,1,13:00:00.000,POINT (531830.8019126633 180295.2038193102)
2020010232069,2020,30,1,22/01/2020,4,3,7,-0.218988,51.380891,2,16:30:00.000,POINT (524042.7286303437 166153.9094905449)
2020010232082,2020,20,1,22/01/2020,4,3,3,-0.072324,51.531861,2,14:36:00.000,POINT (533806.8444726861 183200.1654696158)
2020010232089,2020,30,1,22/01/2020,4,3,6,-0.166086,51.458627,2,07:35:00.000,POINT (527507.7309580385 174889.0953681863)
2020010232095,2020,30,1,22/01/2020,4,3,6,0.033282,51.511301,2,07:35:00.000,POINT (541194.8971179749 181112.145851499)
2020010232100,2020,30,1,22/01/2020,4,3,6,-0.180789,51.486014,2,16:00:00.000,POINT (526410.654730755 177909.1537440607)
2020010232152,2020,30,1,23/01/2020,5,3,6,-0.063709,51.526603,2,08:20:00.000,POINT (534419.833420624 182631.2394154879)
2020010232158,2020,20,1,23/01/2020,5,3,6,-0.204309,51.413751,2,09:00:00.000,POINT (524974.6985342163 169832.9415612837)
2020010232163,2020,30,1,22/01/2020,4,3,6,-0.209048,51.38779,2,07:12:00.000,POINT (524715.6941088724 166937.9440437381)
2020010232169,2020,30,1,23/01/2020,5,3,3,-0.19962,51.398032,2,07:36:00.000,POINT (525343.7001074165 168092.9464948267)
2020010232179,2020,20,1,04/01/2020,7,3,1,-0.207816,51.604745,2,08:50:00.000,POINT (524210.740253968 191066.3770000853)
2020010232203,2020,30,1,23/01/2020,5,3,6,-0.072761,51.57854,1,12:15:00.000,POINT (533639.7526479909 188390.2320222487)
2020010232205,2020,30,1,23/01/2020,5,3,6,-0.188637,51.502412,2,09:15:00.000,POINT (525820.6606341602 179719.167635305)
2020010232211,2020,30,1,23/01/2020,5,3,6,-0.218684,51.652489,2,08:30:00.000,POINT (523328.7171759411 196357.4362368696)
2020010232213,2020,30,1,23/01/2020,5,2,6,-0.13261,51.564869,2,08:11:00.000,POINT (529531.8318675426 186762.3481149905)
2020010232223,2020,30,1,22/01/2020,4,3,6,-0.239714,51.449692,2,17:54:00.000,POINT (522416.6725623726 173769.9824944779)
2020010232234,2020,30,1,23/01/2020,5,3,1,-0.15351,51.498096,2,09:38:00.000,POINT (528270.6939371359 179300.1290998926)
2020010232279,2020,30,1,23/01/2020,5,3,3,-0.164484,51.464106,2,18:40:00.000,POINT (527603.7510640257 175501.1653408417)
2020010232284,2020,30,1,23/01/2020,5,3,6,-0.165143,51.430807,2,18:51:00.000,POINT (527650.73096528 171797.0722749889)
2020010232310,2020,30,1,23/01/2020,5,3,6,-0.199267,51.542665,2,19:50:00.000,POINT (524972.7476110334 184177.2859911421)
2020010232350,2020,20,1,13/01/2020,2,2,9,-0.098533,51.531606,2,18:30:00.000,POINT (531989.7868974236 183124.2390731104)
2020010232378,2020,30,1,24/01/2020,6,3,3,-0.069475,51.588657,2,07:33:00.000,POINT (533837.7200329511 189521.2879784072)
2020010232381,2020,30,1,18/01/2020,7,3,9,-0.072116,51.605039,1,19:10:00.000,POINT (533606.727123664 191338.2061403051)
2020010232386,2020,20,1,23/01/2020,5,3,6,-0.06879,51.511462,2,20:30:00.000,POINT (534111.8238040158 180938.2035076394)
2020010232421,2020,30,1,24/01/2020,6,3,6,-0.163575,51.460944,1,08:35:00.000,POINT (527675.7086296123 175151.1238920469)
2020010232442,2020,30,1,24/01/2020,6,2,3,-0.132476,51.507224,2,07:57:00.000,POINT (529704.7541872653 180352.2321450846)
2020010232456,2020,30,1,24/01/2020,6,3,6,-0.053537,51.440229,2,16:15:00.000,POINT (535380.7873088358 173045.0052061673)
